transaction_logistic_pharmacy_id,date,drug_supplier,drug_id,quantity
L14167,1/31/2019 0:39,dsupp72812877,drug37591403,444
L14168,1/31/2019 0:39,dsupp72812877,drug45482502,457
L14169,1/31/2019 0:39,dsupp72812877,drug23177871,333
L14170,1/31/2019 0:39,dsupp72812877,drug72930892,385
L14171,1/31/2019 0:39,dsupp72812877,drug37591403,162
L14172,1/31/2019 0:39,dsupp72812877,drug68272647,205
L14173,1/31/2019 0:39,dsupp72812877,drug76207815,474
L14174,1/31/2019 0:39,dsupp72812877,drug51906948,353
L14175,1/31/2019 0:39,dsupp72812877,drug36537068,765
L14176,1/31/2019 0:39,dsupp72812877,drug96637593,746
L14177,1/31/2019 0:39,dsupp72812877,drug36646647,419
L14178,1/31/2019 0:39,dsupp72812877,drug95984926,544
L14179,1/31/2019 0:39,dsupp72812877,drug00913164,701
L14180,1/31/2019 0:39,dsupp72812877,drug94679120,399
L14181,1/31/2019 0:39,dsupp72812877,drug75151645,200
L14182,1/31/2019 0:39,dsupp72812877,drug51423551,991
L14183,1/31/2019 0:39,dsupp72812877,drug43279241,236
L14184,1/31/2019 0:39,dsupp72812877,drug19384863,732
L14185,1/31/2019 0:39,dsupp72812877,drug90626067,835
L14186,1/31/2019 0:39,dsupp72812877,drug02347912,121
L14187,1/31/2019 0:39,dsupp72812877,drug31999410,531
L14188,1/31/2019 0:39,dsupp72812877,drug59470267,859
L14189,1/31/2019 0:39,dsupp72812877,drug96302910,992
L14190,1/31/2019 0:39,dsupp72812877,drug81285006,775
L14191,1/31/2019 0:39,dsupp72812877,drug14294525,720
L14192,1/31/2019 0:39,dsupp72812877,drug63617689,564
L14193,1/31/2019 0:39,dsupp72812877,drug52419621,967
L14194,1/31/2019 0:39,dsupp72812877,drug73414681,901
L14195,1/31/2019 0:39,dsupp72812877,drug53537447,576
L14196,1/31/2019 0:39,dsupp72812877,drug28011682,868
L14197,1/31/2019 0:39,dsupp72812877,drug96335857,250
L14198,1/31/2019 0:39,dsupp72812877,drug61824010,513
L14199,1/31/2019 0:39,dsupp72812877,drug63617689,667
L14200,1/31/2019 0:39,dsupp72812877,drug91084545,870
L14201,1/31/2019 0:39,dsupp72812877,drug59016069,173
L14202,1/31/2019 0:39,dsupp72812877,drug91243812,598
L14203,1/31/2019 0:39,dsupp72812877,drug93448178,904
L14204,1/31/2019 0:39,dsupp72812877,drug94679120,458
L14205,1/31/2019 0:39,dsupp72812877,drug97899020,848
L14206,1/31/2019 0:39,dsupp72812877,drug03209257,325
L14207,1/31/2019 0:39,dsupp72812877,drug31999410,334
L14208,1/31/2019 0:39,dsupp72812877,drug81478514,665
L14209,1/31/2019 0:39,dsupp72812877,drug38178634,924
L14210,1/31/2019 0:39,dsupp72812877,drug37591403,868
L14211,1/31/2019 0:39,dsupp72812877,drug38475368,537
L14212,1/31/2019 0:39,dsupp72812877,drug16113015,598
L14213,1/31/2019 0:39,dsupp72812877,drug78223950,595
L14214,1/31/2019 0:39,dsupp72812877,drug06536879,174
L14215,1/31/2019 0:39,dsupp72812877,drug98928200,581
L14216,1/31/2019 0:39,dsupp72812877,drug83741951,537
L14217,1/31/2019 0:39,dsupp72812877,drug29155903,757
L14218,1/31/2019 0:39,dsupp72812877,drug12503070,989
L14219,1/31/2019 0:39,dsupp72812877,drug90419812,619
L14220,1/31/2019 0:39,dsupp72812877,drug90730092,639
L14221,1/31/2019 0:39,dsupp72812877,drug62781800,617
L14222,1/31/2019 0:39,dsupp72812877,drug40052861,561
L14223,1/31/2019 0:39,dsupp72812877,drug02347912,530
L14224,1/31/2019 0:39,dsupp72812877,drug62781800,977
L14225,1/31/2019 0:39,dsupp72812877,drug58415733,283
L14226,1/31/2019 0:39,dsupp72812877,drug81478514,330
L14227,1/31/2019 0:39,dsupp72812877,drug00913164,617
L14228,1/31/2019 0:39,dsupp72812877,drug59470267,696
L14229,1/31/2019 0:39,dsupp72812877,drug07437342,956
L14230,1/31/2019 0:39,dsupp72812877,drug70453034,332
L14231,1/31/2019 0:39,dsupp72812877,drug67522019,377
L14232,1/31/2019 0:39,dsupp72812877,drug36775507,301
L14233,1/31/2019 0:39,dsupp72812877,drug52419621,508
L14234,1/31/2019 0:39,dsupp72812877,drug51906948,449
L14235,1/31/2019 0:39,dsupp72812877,drug02684192,904
L14236,1/31/2019 0:39,dsupp72812877,drug24274852,268
L14237,1/31/2019 0:39,dsupp72812877,drug83393358,963
L14238,1/31/2019 0:39,dsupp72812877,drug96302910,434
L14239,1/31/2019 0:39,dsupp72812877,drug51906948,161
L14240,1/31/2019 0:39,dsupp72812877,drug73216940,882
L14241,1/31/2019 0:39,dsupp72812877,drug59470267,739
L14242,1/31/2019 0:39,dsupp72812877,drug88734576,328
L14243,1/31/2019 0:39,dsupp72812877,drug36646647,986
L14244,1/31/2019 0:39,dsupp72812877,drug92078413,618
L14245,1/31/2019 0:39,dsupp72812877,drug37641146,131
L14246,1/31/2019 0:39,dsupp72812877,drug88734576,135
L14247,1/31/2019 0:39,dsupp72812877,drug91084545,296
L14248,1/31/2019 0:39,dsupp72812877,drug87480702,459
L14249,1/31/2019 0:39,dsupp72812877,drug88734576,288
L14250,1/31/2019 0:39,dsupp72812877,drug23867758,701
L14251,1/31/2019 0:39,dsupp72812877,drug52419621,355
L14252,1/31/2019 0:39,dsupp72812877,drug31999410,189
L14253,1/31/2019 0:39,dsupp72812877,drug25473605,385
L14254,1/31/2019 0:39,dsupp72812877,drug89581438,434
L14255,1/31/2019 0:39,dsupp72812877,drug22155948,668
L14256,1/31/2019 0:39,dsupp72812877,drug39018649,965
L14257,1/31/2019 0:39,dsupp72812877,drug85966482,887
L14258,1/31/2019 0:39,dsupp72812877,drug96966044,648
L14259,1/31/2019 0:39,dsupp72812877,drug24274852,842
L14260,1/31/2019 0:39,dsupp72812877,drug51906948,988
L14261,1/31/2019 0:39,dsupp72812877,drug73216940,738
L14262,1/31/2019 0:39,dsupp72812877,drug00666374,405
L14263,1/31/2019 0:39,dsupp72812877,drug60470010,603
L14264,1/31/2019 0:39,dsupp72812877,drug14294525,129
L14265,1/31/2019 0:39,dsupp72812877,drug07442995,806
L14266,1/31/2019 0:39,dsupp72812877,drug38475368,101
L14267,1/31/2019 0:39,dsupp72812877,drug53537447,916
L14268,1/31/2019 0:39,dsupp72812877,drug37858179,407
L14269,1/31/2019 0:39,dsupp72812877,drug76207815,144
L14270,1/31/2019 0:39,dsupp72812877,drug78223950,514
L14271,1/31/2019 0:39,dsupp72812877,drug14294525,233
L14272,1/31/2019 0:39,dsupp72812877,drug07442995,272
L14273,1/31/2019 0:39,dsupp72812877,drug54148048,249
L14274,1/31/2019 0:39,dsupp72812877,drug34789896,512
L14275,1/31/2019 0:39,dsupp72812877,drug24571234,490
L14276,1/31/2019 0:39,dsupp72812877,drug63617689,529
L14277,1/31/2019 0:39,dsupp72812877,drug42187806,226
L14278,1/31/2019 0:39,dsupp72812877,drug34789896,967
L14279,1/31/2019 0:39,dsupp72812877,drug53526540,703
L14280,1/31/2019 0:39,dsupp72812877,drug35061861,719
L14281,1/31/2019 0:39,dsupp72812877,drug65864098,676
L14282,1/31/2019 0:39,dsupp72812877,drug24274852,544
L14283,1/31/2019 0:39,dsupp72812877,drug09332102,819
L14284,1/31/2019 0:39,dsupp72812877,drug12221745,774
L14285,1/31/2019 0:39,dsupp72812877,drug61824010,465
L14286,1/31/2019 0:39,dsupp72812877,drug63617689,938
L14287,1/31/2019 0:39,dsupp72812877,drug52419621,474
L14288,1/31/2019 0:39,dsupp72812877,drug13317331,446
L14289,1/31/2019 0:39,dsupp72812877,drug36537068,965
L14290,1/31/2019 0:39,dsupp72812877,drug66048138,647
L14291,1/31/2019 0:39,dsupp72812877,drug70415612,818
L14292,1/31/2019 0:39,dsupp72812877,drug07437342,624
L14293,1/31/2019 0:39,dsupp72812877,drug95984926,142
L14294,1/31/2019 0:39,dsupp72812877,drug10580707,931
L14295,1/31/2019 0:39,dsupp72812877,drug85966482,187
L14296,1/31/2019 0:39,dsupp72812877,drug92078413,494
L14297,1/31/2019 0:39,dsupp72812877,drug29155903,932
L14298,1/31/2019 0:39,dsupp72812877,drug82307868,444
L14299,1/31/2019 0:39,dsupp72812877,drug81285006,320
L14300,1/31/2019 0:39,dsupp72812877,drug48733458,648
L14301,1/31/2019 0:39,dsupp72812877,drug15371560,226
L14302,1/31/2019 0:39,dsupp72812877,drug90626067,422
L14303,1/31/2019 0:39,dsupp72812877,drug49452730,116
L14304,1/31/2019 0:39,dsupp72812877,drug14294525,960
L14305,1/31/2019 0:39,dsupp72812877,drug91280893,671
L14306,1/31/2019 0:39,dsupp72812877,drug23867758,984
L14307,1/31/2019 0:39,dsupp72812877,drug19384863,538
L14308,1/31/2019 0:39,dsupp72812877,drug31784573,918
L14309,1/31/2019 0:39,dsupp72812877,drug03704639,848
L14310,1/31/2019 0:39,dsupp72812877,drug02347912,308
L14311,1/31/2019 0:39,dsupp72812877,drug94449822,818
L14312,1/31/2019 0:39,dsupp72812877,drug91280893,192
L14313,1/31/2019 0:39,dsupp72812877,drug07954108,467
L14314,1/31/2019 0:39,dsupp72812877,drug16113015,315
L14315,1/31/2019 0:39,dsupp72812877,drug94575323,568
L14316,1/31/2019 0:39,dsupp72812877,drug85966482,907
L14317,1/31/2019 0:39,dsupp72812877,drug65864098,546
L14318,1/31/2019 0:39,dsupp72812877,drug78926509,988
L14319,1/31/2019 0:39,dsupp72812877,drug34789896,865
L14320,1/31/2019 0:39,dsupp72812877,drug56280364,423
L14321,1/31/2019 0:39,dsupp72812877,drug87480702,788
L14322,1/31/2019 0:39,dsupp72812877,drug82066062,283
L14323,1/31/2019 0:39,dsupp72812877,drug91280893,290
L14324,1/31/2019 0:39,dsupp72812877,drug34789896,914
L14325,1/31/2019 0:39,dsupp72812877,drug11824657,562
L14326,1/31/2019 0:39,dsupp72812877,drug21625060,824
L14327,1/31/2019 0:39,dsupp72812877,drug70682915,984
L14328,1/31/2019 0:39,dsupp72812877,drug12503070,801
L14329,1/31/2019 0:39,dsupp72812877,drug59016069,617
L14330,1/31/2019 0:39,dsupp72812877,drug60282545,407
L14331,1/31/2019 0:39,dsupp72812877,drug54349650,136
L14332,1/31/2019 0:39,dsupp72812877,drug60282545,977
L14333,1/31/2019 0:39,dsupp72812877,drug62529365,598
L14334,1/31/2019 0:39,dsupp72812877,drug37448561,299
L14335,1/31/2019 0:39,dsupp72812877,drug35061861,905
L14336,1/31/2019 0:39,dsupp72812877,drug47051621,672
L14337,1/31/2019 0:39,dsupp72812877,drug78665699,982
L14338,1/31/2019 0:39,dsupp72812877,drug42187806,159
L14339,1/31/2019 0:39,dsupp72812877,drug83741951,920
L14340,1/31/2019 0:39,dsupp72812877,drug89581438,899
L14341,1/31/2019 0:39,dsupp72812877,drug94449822,506
L14342,1/31/2019 0:39,dsupp72812877,drug80124078,933
L14343,1/31/2019 0:39,dsupp72812877,drug39018649,441
L14344,1/31/2019 0:39,dsupp72812877,drug13038472,153
L14345,1/31/2019 0:39,dsupp72812877,drug94449822,917
L14346,1/31/2019 0:39,dsupp72812877,drug05497454,642
L14347,1/31/2019 0:39,dsupp72812877,drug97899020,405
L14348,1/31/2019 0:39,dsupp72812877,drug61824010,362
L14349,1/31/2019 0:39,dsupp72812877,drug48331708,323
L14350,1/31/2019 0:39,dsupp72812877,drug31004220,861
L14351,1/31/2019 0:39,dsupp72812877,drug73216940,475
L14352,1/31/2019 0:39,dsupp72812877,drug37448561,631
L14353,1/31/2019 0:39,dsupp72812877,drug01308433,316
L14354,1/31/2019 0:39,dsupp72812877,drug65864098,417
L14355,1/31/2019 0:39,dsupp72812877,drug24571234,792
L14356,1/31/2019 0:39,dsupp72812877,drug52874741,157
L14357,1/31/2019 0:39,dsupp72812877,drug62781800,243
L14358,1/31/2019 0:39,dsupp72812877,drug15406590,983
L14359,1/31/2019 0:39,dsupp72812877,drug97899020,195
L14360,1/31/2019 0:39,dsupp72812877,drug55536073,332
L14361,1/31/2019 0:39,dsupp72812877,drug72889619,661
L14362,1/31/2019 0:39,dsupp72812877,drug12503070,838
L14363,1/31/2019 0:39,dsupp72812877,drug89581438,150
L14364,1/31/2019 0:39,dsupp72812877,drug76207815,300
L14365,1/31/2019 0:39,dsupp72812877,drug37591403,164
L14366,1/31/2019 0:39,dsupp72812877,drug20906559,900
L14367,1/31/2019 0:39,dsupp72812877,drug75151645,637
L14368,1/31/2019 0:39,dsupp72812877,drug67531332,149
L14369,1/31/2019 0:39,dsupp72812877,drug82066062,839
L14370,1/31/2019 0:39,dsupp72812877,drug31784573,863
L14371,1/31/2019 0:39,dsupp72812877,drug07005824,302
L14372,1/31/2019 0:39,dsupp72812877,drug62781800,656
L14373,1/31/2019 0:39,dsupp72812877,drug75324698,249
L14374,1/31/2019 0:39,dsupp72812877,drug23177871,429
L14375,1/31/2019 0:39,dsupp72812877,drug79748780,154
L14376,1/31/2019 0:39,dsupp72812877,drug91280893,142
L14377,1/31/2019 0:39,dsupp72812877,drug07139598,924
L14378,1/31/2019 0:39,dsupp72812877,drug40688589,755
L14379,1/31/2019 0:39,dsupp72812877,drug10212486,705
L14380,1/31/2019 0:39,dsupp72812877,drug90482731,226
L14381,1/31/2019 0:39,dsupp72812877,drug01308433,372
L14382,1/31/2019 0:39,dsupp72812877,drug15371560,736
L14383,1/31/2019 0:39,dsupp72812877,drug81570454,307
L14384,1/31/2019 0:39,dsupp72812877,drug85881884,763
L14385,1/31/2019 0:39,dsupp72812877,drug53537447,787
L14386,1/31/2019 0:39,dsupp72812877,drug00296038,834
L14387,1/31/2019 0:39,dsupp72812877,drug31784573,221
L14388,1/31/2019 0:39,dsupp72812877,drug15371560,393
L14389,1/31/2019 0:39,dsupp72812877,drug81163762,969
L14390,1/31/2019 0:39,dsupp72812877,drug85966482,510
L14391,1/31/2019 0:39,dsupp72812877,drug25473605,400
L14392,1/31/2019 0:39,dsupp72812877,drug84538864,641
L14393,1/31/2019 0:39,dsupp72812877,drug36537068,224
L14394,1/31/2019 0:39,dsupp72812877,drug60843760,235
L14395,1/31/2019 0:39,dsupp72812877,drug37641146,381
L14396,1/31/2019 0:39,dsupp72812877,drug58415733,840
L14397,1/31/2019 0:39,dsupp72812877,drug62529365,772
L14398,1/31/2019 0:39,dsupp72812877,drug94449822,914
L14399,1/31/2019 0:39,dsupp72812877,drug81472369,764
L14400,1/31/2019 0:39,dsupp72812877,drug31784573,757
L14401,1/31/2019 0:39,dsupp72812877,drug81478514,751
L14402,1/31/2019 0:39,dsupp72812877,drug37448561,141
L14403,1/31/2019 0:39,dsupp72812877,drug02347912,852
L14404,1/31/2019 0:39,dsupp72812877,drug80453208,178
L14405,1/31/2019 0:39,dsupp72812877,drug36775507,634
L14406,1/31/2019 0:39,dsupp72812877,drug04673408,517
L14407,1/31/2019 0:39,dsupp72812877,drug24571234,787
L14408,1/31/2019 0:39,dsupp72812877,drug72930892,458
L14409,1/31/2019 0:39,dsupp72812877,drug02684192,109
L14410,1/31/2019 0:39,dsupp72812877,drug37448561,227
L14411,1/31/2019 0:39,dsupp72812877,drug67531332,524
L14412,1/31/2019 0:39,dsupp72812877,drug96335857,353
L14413,1/31/2019 0:39,dsupp72812877,drug90419812,867
L14414,1/31/2019 0:39,dsupp72812877,drug59016069,903
L14415,1/31/2019 0:39,dsupp72812877,drug83393358,763
L14416,1/31/2019 0:39,dsupp72812877,drug15406590,356
L14417,1/31/2019 0:39,dsupp72812877,drug60843760,937
L14418,1/31/2019 0:39,dsupp72812877,drug20906559,860
L14419,1/31/2019 0:39,dsupp72812877,drug25473605,154
L14420,1/31/2019 0:39,dsupp72812877,drug02347912,433
L14421,1/31/2019 0:39,dsupp72812877,drug81163762,864
L14422,1/31/2019 0:39,dsupp72812877,drug07954108,687
L14423,1/31/2019 0:39,dsupp72812877,drug88734576,398
L14424,1/31/2019 0:39,dsupp72812877,drug38178634,967
L14425,1/31/2019 0:39,dsupp72812877,drug45659690,629
L14426,1/31/2019 0:39,dsupp72812877,drug22852205,957
L14427,1/31/2019 0:39,dsupp72812877,drug45482502,699
L14428,1/31/2019 0:39,dsupp72812877,drug12503070,302
L14429,1/31/2019 0:39,dsupp72812877,drug75339562,198
L14430,1/31/2019 0:39,dsupp72812877,drug45659690,628
L14431,1/31/2019 0:39,dsupp72812877,drug18797701,269
L14432,1/31/2019 0:39,dsupp72812877,drug40688589,660
L14433,1/31/2019 0:39,dsupp72812877,drug53537447,874
L14434,1/31/2019 0:39,dsupp72812877,drug23867758,719
L14435,1/31/2019 0:39,dsupp72812877,drug37591403,291
L14436,1/31/2019 0:39,dsupp72812877,drug60843760,265
L14437,1/31/2019 0:39,dsupp72812877,drug81570454,378
L14438,1/31/2019 0:39,dsupp72812877,drug51906948,256
L14439,1/31/2019 0:39,dsupp72812877,drug80279068,862
L14440,1/31/2019 0:39,dsupp72812877,drug82066062,500
L14441,1/31/2019 0:39,dsupp72812877,drug40052861,465
L14442,1/31/2019 0:39,dsupp72812877,drug45659690,100
L14443,1/31/2019 0:39,dsupp72812877,drug90419812,829
L14444,1/31/2019 0:39,dsupp72812877,drug02684192,614
L14445,1/31/2019 0:39,dsupp72812877,drug90435782,412
L14446,1/31/2019 0:39,dsupp72812877,drug91084545,727
L14447,1/31/2019 0:39,dsupp72812877,drug15406590,206
L14448,1/31/2019 0:39,dsupp72812877,drug31410335,431
L14449,1/31/2019 0:39,dsupp72812877,drug07442995,844
L14450,1/31/2019 0:39,dsupp72812877,drug07954108,858
L14451,1/31/2019 0:39,dsupp72812877,drug34105634,732
L14452,1/31/2019 0:39,dsupp72812877,drug52419621,804
L14453,1/31/2019 0:39,dsupp72812877,drug79748780,831
L14454,1/31/2019 0:39,dsupp72812877,drug90482731,306
L14455,1/31/2019 0:39,dsupp72812877,drug98928200,843
L14456,1/31/2019 0:39,dsupp72812877,drug82627058,155
L14457,1/31/2019 0:39,dsupp72812877,drug24714877,863
L14458,1/31/2019 0:39,dsupp72812877,drug98928200,261
L14459,1/31/2019 0:39,dsupp72812877,drug10580707,884
L14460,1/31/2019 0:39,dsupp72812877,drug29155903,521
L14461,1/31/2019 0:39,dsupp72812877,drug26446547,214
L14462,1/31/2019 0:39,dsupp72812877,drug12221745,865
L14463,1/31/2019 0:39,dsupp72812877,drug52419621,329
L14464,1/31/2019 0:39,dsupp72812877,drug30212688,792
L14465,1/31/2019 0:39,dsupp72812877,drug51976255,762
L14466,1/31/2019 0:39,dsupp72812877,drug90188947,568
L14467,1/31/2019 0:39,dsupp72812877,drug53526540,320
L14468,1/31/2019 0:39,dsupp72812877,drug19384863,665
L14469,1/31/2019 0:39,dsupp72812877,drug27231500,669
L14470,1/31/2019 0:39,dsupp72812877,drug47051621,162
L14471,1/31/2019 0:39,dsupp72812877,drug95984926,989
L14472,1/31/2019 0:39,dsupp72812877,drug25473605,894
L14473,1/31/2019 0:39,dsupp72812877,drug82627058,822
L14474,1/31/2019 0:39,dsupp72812877,drug37591403,713
L14475,1/31/2019 0:39,dsupp72812877,drug85966482,308
L14476,1/31/2019 0:39,dsupp72812877,drug02684192,618
L14477,1/31/2019 0:39,dsupp72812877,drug42187806,867
L14478,1/31/2019 0:39,dsupp72812877,drug82670597,116
L14479,1/31/2019 0:39,dsupp72812877,drug02160115,810
L14480,1/31/2019 0:39,dsupp72812877,drug78926509,773
L14481,1/31/2019 0:39,dsupp72812877,drug15406590,232
L14482,1/31/2019 0:39,dsupp72812877,drug42187806,521
L14483,1/31/2019 0:39,dsupp72812877,drug39502094,171
L14484,1/31/2019 0:39,dsupp72812877,drug72889619,726
L14485,1/31/2019 0:39,dsupp72812877,drug62529365,900
L14486,1/31/2019 0:39,dsupp72812877,drug40298825,618
L14487,1/31/2019 0:39,dsupp72812877,drug82670597,245
L14488,1/31/2019 0:39,dsupp72812877,drug66048138,547
L14489,1/31/2019 0:39,dsupp72812877,drug04673408,415
L14490,1/31/2019 0:39,dsupp72812877,drug97899020,689
L14491,1/31/2019 0:39,dsupp72812877,drug85881884,204
L14492,1/31/2019 0:39,dsupp72812877,drug82670597,369
L14493,1/31/2019 0:39,dsupp72812877,drug07005824,524
L14494,1/31/2019 0:39,dsupp72812877,drug35020578,365
L14495,1/31/2019 0:39,dsupp72812877,drug90482731,983
L14496,1/31/2019 0:39,dsupp72812877,drug01308433,810
L14497,1/31/2019 0:39,dsupp72812877,drug81570454,297
L14498,1/31/2019 0:39,dsupp72812877,drug92078413,729
L14499,1/31/2019 0:39,dsupp72812877,drug82670597,781
L14500,1/31/2019 0:39,dsupp72812877,drug87480702,260
L14501,1/31/2019 0:39,dsupp72812877,drug21625060,446
L14502,1/31/2019 0:39,dsupp72812877,drug67522019,341
L14503,1/31/2019 0:39,dsupp72812877,drug90730092,189
L14504,1/31/2019 0:39,dsupp72812877,drug40052861,487
L14505,1/31/2019 0:39,dsupp72812877,drug60282545,102
L14506,1/31/2019 0:39,dsupp72812877,drug35061861,954
L14507,1/31/2019 0:39,dsupp72812877,drug59470267,599
L14508,1/31/2019 0:39,dsupp72812877,drug38475368,567
L14509,1/31/2019 0:39,dsupp72812877,drug70415612,201
L14510,1/31/2019 0:39,dsupp72812877,drug15406590,141
L14511,1/31/2019 0:39,dsupp72812877,drug71734989,237
L14512,1/31/2019 0:39,dsupp72812877,drug37641146,984
L14513,1/31/2019 0:39,dsupp72812877,drug62529365,183
L14514,1/31/2019 0:39,dsupp72812877,drug52874741,915
L14515,1/31/2019 0:39,dsupp72812877,drug36775507,724
L14516,1/31/2019 0:39,dsupp72812877,drug94679120,357
L14517,9/18/2016 8:21,dsupp89350461,drug72486597,302
L14518,9/18/2016 8:21,dsupp89350461,drug45659690,245
L14519,9/18/2016 8:21,dsupp89350461,drug12221745,167
L14520,9/18/2016 8:21,dsupp89350461,drug27231500,896
L14521,9/18/2016 8:21,dsupp89350461,drug25473605,528
L14522,9/18/2016 8:21,dsupp89350461,drug80124078,461
L14523,9/18/2016 8:21,dsupp89350461,drug17244244,348
L14524,9/18/2016 8:21,dsupp89350461,drug17244244,970
L14525,9/18/2016 8:21,dsupp89350461,drug95984926,482
L14526,9/18/2016 8:21,dsupp89350461,drug81459506,105
L14527,9/18/2016 8:21,dsupp89350461,drug70415612,103
L14528,9/18/2016 8:21,dsupp89350461,drug45403330,863
L14529,9/18/2016 8:21,dsupp89350461,drug36537068,137
L14530,9/18/2016 8:21,dsupp89350461,drug60843760,225
L14531,9/18/2016 8:21,dsupp89350461,drug24274852,964
L14532,9/18/2016 8:21,dsupp89350461,drug96335857,187
L14533,9/18/2016 8:21,dsupp89350461,drug59016069,439
L14534,9/18/2016 8:21,dsupp89350461,drug63758054,455
L14535,9/18/2016 8:21,dsupp89350461,drug20906559,290
L14536,9/18/2016 8:21,dsupp89350461,drug07139598,626
L14537,9/18/2016 8:21,dsupp89350461,drug31004220,718
L14538,9/18/2016 8:21,dsupp89350461,drug98072057,349
L14539,9/18/2016 8:21,dsupp89350461,drug52874741,513
L14540,9/18/2016 8:21,dsupp89350461,drug37641146,146
L14541,9/18/2016 8:21,dsupp89350461,drug77438058,214
L14542,9/18/2016 8:21,dsupp89350461,drug70415612,269
L14543,9/18/2016 8:21,dsupp89350461,drug54148048,115
L14544,9/18/2016 8:21,dsupp89350461,drug13317331,692
L14545,9/18/2016 8:21,dsupp89350461,drug81459506,631
L14546,9/18/2016 8:21,dsupp89350461,drug96335857,858
L14547,9/18/2016 8:21,dsupp89350461,drug35020578,490
L14548,9/18/2016 8:21,dsupp89350461,drug45659690,175
L14549,9/18/2016 8:21,dsupp89350461,drug51976255,419
L14550,9/18/2016 8:21,dsupp89350461,drug03209257,111
L14551,9/18/2016 8:21,dsupp89350461,drug02160115,816
L14552,9/18/2016 8:21,dsupp89350461,drug85966482,562
L14553,9/18/2016 8:21,dsupp89350461,drug20906559,232
L14554,9/18/2016 8:21,dsupp89350461,drug63702156,460
L14555,9/18/2016 8:21,dsupp89350461,drug38475368,504
L14556,9/18/2016 8:21,dsupp89350461,drug62529365,435
L14557,9/18/2016 8:21,dsupp89350461,drug57961255,403
L14558,9/18/2016 8:21,dsupp89350461,drug07442995,607
L14559,9/18/2016 8:21,dsupp89350461,drug81459506,831
L14560,9/18/2016 8:21,dsupp89350461,drug95984926,762
L14561,9/18/2016 8:21,dsupp89350461,drug00913164,975
L14562,9/18/2016 8:21,dsupp89350461,drug29155903,498
L14563,9/18/2016 8:21,dsupp89350461,drug94679120,186
L14564,9/18/2016 8:21,dsupp89350461,drug70453034,500
L14565,9/18/2016 8:21,dsupp89350461,drug77438058,615
L14566,9/18/2016 8:21,dsupp89350461,drug67522019,632
L14567,9/18/2016 8:21,dsupp89350461,drug19384863,858
L14568,9/18/2016 8:21,dsupp89350461,drug82627058,769
L14569,9/18/2016 8:21,dsupp89350461,drug82563585,507
L14570,9/18/2016 8:21,dsupp89350461,drug89581438,259
L14571,9/18/2016 8:21,dsupp89350461,drug39018649,206
L14572,9/18/2016 8:21,dsupp89350461,drug70453034,997
L14573,9/18/2016 8:21,dsupp89350461,drug96302910,817
L14574,9/18/2016 8:21,dsupp89350461,drug02277240,253
L14575,9/18/2016 8:21,dsupp89350461,drug37858179,689
L14576,9/18/2016 8:21,dsupp89350461,drug92078413,347
L14577,9/18/2016 8:21,dsupp89350461,drug35020578,125
L14578,9/18/2016 8:21,dsupp89350461,drug55536073,573
L14579,9/18/2016 8:21,dsupp89350461,drug62529365,361
L14580,9/18/2016 8:21,dsupp89350461,drug72889619,744
L14581,9/18/2016 8:21,dsupp89350461,drug51906948,894
L14582,2/24/2016 18:28,dsupp71829029,drug82563585,996
L14583,2/24/2016 18:28,dsupp71829029,drug78665699,260
L14584,2/24/2016 18:28,dsupp71829029,drug02347912,503
L14585,2/24/2016 18:28,dsupp71829029,drug11824657,883
L14586,2/24/2016 18:28,dsupp71829029,drug63441802,911
L14587,2/24/2016 18:28,dsupp71829029,drug71734989,544
L14588,2/24/2016 18:28,dsupp71829029,drug97899020,898
L14589,2/24/2016 18:28,dsupp71829029,drug92078413,324
L14590,2/24/2016 18:28,dsupp71829029,drug16113015,352
L14591,2/24/2016 18:28,dsupp71829029,drug14294525,276
L14592,2/24/2016 18:28,dsupp71829029,drug15406590,611
L14593,2/24/2016 18:28,dsupp71829029,drug70453034,370
L14594,2/24/2016 18:28,dsupp71829029,drug40688589,470
L14595,2/24/2016 18:28,dsupp71829029,drug90626067,526
L14596,2/24/2016 18:28,dsupp71829029,drug83393358,980
L14597,2/24/2016 18:28,dsupp71829029,drug61824010,179
L14598,2/24/2016 18:28,dsupp71829029,drug77438058,323
L14599,2/24/2016 18:28,dsupp71829029,drug90626067,541
L14600,2/24/2016 18:28,dsupp71829029,drug37858179,380
L14601,2/24/2016 18:28,dsupp71829029,drug85966482,288
L14602,2/24/2016 18:28,dsupp71829029,drug30387515,231
L14603,2/24/2016 18:28,dsupp71829029,drug30387515,804
L14604,2/24/2016 18:28,dsupp71829029,drug61824010,181
L14605,2/24/2016 18:28,dsupp71829029,drug78665699,704
L14606,2/24/2016 18:28,dsupp71829029,drug40052861,758
L14607,2/24/2016 18:28,dsupp71829029,drug94575323,198
L14608,2/24/2016 18:28,dsupp71829029,drug43279241,665
L14609,2/24/2016 18:28,dsupp71829029,drug07954108,881
L14610,2/24/2016 18:28,dsupp71829029,drug31784573,240
L14611,2/24/2016 18:28,dsupp71829029,drug90482731,732
L14612,2/24/2016 18:28,dsupp71829029,drug05497454,174
L14613,2/24/2016 18:28,dsupp71829029,drug24571234,263
L14614,2/24/2016 18:28,dsupp71829029,drug48331708,233
L14615,2/24/2016 18:28,dsupp71829029,drug25473605,458
L14616,2/24/2016 18:28,dsupp71829029,drug37641146,354
